time,flux
0.0,0.9703047170797543
0.015007503751875938,0.9689600158937595
0.030015007503751877,0.9707504511958065
0.04502251125562781,0.9709405647163911
0.060030015007503754,0.9680489648113462
0.0750375187593797,0.9686978204931377
0.09004502251125562,0.9701278404031672
0.10505252626313157,0.9696837574076564
0.12006003001500751,0.9699831988424957
0.13506753376688344,0.9691469560724264
0.1500750375187594,0.9708793979748629
0.16508254127063532,0.970777791935429
0.18009004502251125,0.9700660306975613
0.1950975487743872,0.971127241206968
0.21010505252626313,0.9704675093422521
0.2251125562781391,0.9691407075371168
0.24012006003001501,0.9703687507840826
0.25512756378189094,0.999041117399171
0.27013506753376687,1.0008784503013073
0.28514257128564285,0.9999500740890137
0.3001500750375188,0.9998151376364547
0.3151575787893947,0.9993190704555961
0.33016508254127064,1.001222541338674
0.34517258629314657,0.9998454705179312
0.3601800900450225,0.9995716721778369
0.3751875937968985,0.9996478664495118
0.3901950975487744,1.0005323091855534
0.40520260130065033,1.0003654440643641
0.42021010505252626,1.000412732611596
0.4352176088044022,1.000430821003008
0.4502251125562782,1.0021416476008704
0.4652326163081541,0.9995935849836154
0.48024012006003003,0.9994877572709284
0.49524762381190596,0.9991862272717521
0.5102551275637819,1.0006159794225755
0.5252626313156579,1.0011289722927208
0.5402701350675337,0.9998860525423451
0.5552776388194097,0.9991598435230374
0.5702851425712857,0.9991755187843088
0.5852926463231616,1.0006505927878246
0.6003001500750376,1.0007432541712034
0.6153076538269134,1.0005431542683052
0.6303151575787894,0.9993344902927113
0.6453226613306654,1.0002321613230667
0.6603301650825413,1.0001166858091408
0.6753376688344173,1.000218688596729
0.6903451725862931,1.000871428777948
0.7053526763381691,1.0002235955487746
0.720360180090045,1.0006789135630718
0.735367683841921,1.0000675790694888
0.750375187593797,1.00028911939869
0.7653826913456728,1.0006312882258386
0.7803901950975488,0.9985428441801444
0.7953976988494247,0.9996803287836427
0.8104052026013007,0.9995296273457072
0.8254127063531767,0.9993611221517567
0.8404202101050525,0.9997248577487733
0.8554277138569285,1.0014949413112344
0.8704352176088044,0.9991341688843067
0.8854427213606804,1.0009682783545915
0.9004502251125563,0.9983171302283842
0.9154577288644322,0.9996651149700142
0.9304652326163082,1.000162753065105
0.9454727363681841,1.0005862223313593
0.9604802401200601,1.0007112265797928
0.975487743871936,1.0007933472352
0.9904952476238119,0.9996512749277515
1.0055027513756878,0.9995376482073355
1.0205102551275638,1.0008579758812572
1.0355177588794398,0.9998086956751184
1.0505252626313157,0.998724313676662
1.0655327663831917,0.9988667127859965
1.0805402701350675,0.9990805477139983
1.0955477738869435,1.0004971607440538
1.1105552776388194,1.0001424257360705
1.1255627813906954,1.0006904853540677
1.1405702851425714,0.9995727473536634
